/contourdata [[
-3   -3   -0.00139517
-3   -2.97647   -0.00141026
-3   -2.95294   -0.00142055
-3   -2.92941   -0.00142598
-3   -2.90588   -0.00142652
-3   -2.88235   -0.00142212
-3   -2.85882   -0.00141279
-3   -2.83529   -0.00139853
-3   -2.81176   -0.00137936
-3   -2.78824   -0.00135533
-3   -2.76471   -0.00132649
-3   -2.74118   -0.00129293
-3   -2.71765   -0.00125473
-3   -2.69412   -0.001212
-3   -2.67059   -0.00116487
-3   -2.64706   -0.00111348
-3   -2.62353   -0.00105797
-3   -2.6   -0.000998536
-3   -2.57647   -0.000935343
-3   -2.55294   -0.000868593
-3   -2.52941   -0.000798494
-3   -2.50588   -0.000725268
-3   -2.48235   -0.000649147
-3   -2.45882   -0.00057037
-3   -2.43529   -0.000489189
-3   -2.41176   -0.000405863
-3   -2.38824   -0.000320656
-3   -2.36471   -0.00023384
-3   -2.34118   -0.000145691
-3   -2.31765   -5.64892e-05
-3   -2.29412   3.34824e-05
-3   -2.27059   0.000123939
-3   -2.24706   0.000214596
-3   -2.22353   0.00030517
-3   -2.2   0.000395364
-3   -2.17647   0.000484881
-3   -2.15294   0.00057344
-3   -2.12941   0.000660767
-3   -2.10588   0.000746592
-3   -2.08235   0.000830653
-3   -2.05882   0.000912696
-3   -2.03529   0.000992475
-3   -2.01176   0.00106962
-3   -1.98824   0.00114396
-3   -1.96471   0.00121531
-3   -1.94118   0.00128346
-3   -1.91765   0.00134821
-3   -1.89412   0.0014094
-3   -1.87059   0.00146659
-3   -1.84706   0.00151976
-3   -1.82353   0.00156885
-3   -1.8   0.00161373
-3   -1.77647   0.00165431
-3   -1.75294   0.00169001
-3   -1.72941   0.00172114
-3   -1.70588   0.00174768
-3   -1.68235   0.00176958
-3   -1.65882   0.00178632
-3   -1.63529   0.00179818
-3   -1.61176   0.00180531
-3   -1.58824   0.00180767
-3   -1.56471   0.00180465
-3   -1.54118   0.00179696
-3   -1.51765   0.00178466
-3   -1.49412   0.00176719
-3   -1.47059   0.00174504
-3   -1.44706   0.00171851
-3   -1.42353   0.00168709
-3   -1.4   0.00165125
-3   -1.37647   0.00161139
-3   -1.35294   0.00156684
-3   -1.32941   0.00151843
-3   -1.30588   0.00146625
-3   -1.28235   0.00140993
-3   -1.25882   0.0013504
-3   -1.23529   0.00128713
-3   -1.21176   0.00122078
-3   -1.18824   0.00115144
-3   -1.16471   0.00107908
-3   -1.14118   0.00100437
-3   -1.11765   0.000926863
-3   -1.09412   0.000847554
-3   -1.07059   0.000765806
-3   -1.04706   0.000682678
-3   -1.02353   0.000597636
-3   -1   0.000511601
-3   -0.976471   0.000424118
-3   -0.952941   0.000336032
-3   -0.929412   0.000247026
-3   -0.905882   0.000157738
-3   -0.882353   6.81061e-05
-3   -0.858824   -2.15199e-05
-3   -0.835294   -0.000110944
-3   -0.811765   -0.000200063
-3   -0.788235   -0.000288534
-3   -0.764706   -0.000376309
-3   -0.741176   -0.000463114
-3   -0.717647   -0.000548789
-3   -0.694118   -0.000633182
-3   -0.670588   -0.000716124
-3   -0.647059   -0.000797474
-3   -0.623529   -0.000877023
-3   -0.6   -0.000954716
-3   -0.576471   -0.00103045
-3   -0.552941   -0.00110393
-3   -0.529412   -0.0011752
-3   -0.505882   -0.00124418
-3   -0.482353   -0.00131077
-3   -0.458824   -0.00137468
-3   -0.435294   -0.00143605
-3   -0.411765   -0.00149483
-3   -0.388235   -0.00155097
-3   -0.364706   -0.00160429
-3   -0.341176   -0.00165473
-3   -0.317647   -0.00170241
-3   -0.294118   -0.00174731
-3   -0.270588   -0.00178942
-3   -0.247059   -0.00182873
-3   -0.223529   -0.00186524
-3   -0.2   -0.00189878
-3   -0.176471   -0.00192953
-3   -0.152941   -0.00195755
-3   -0.129412   -0.00198287
-3   -0.105882   -0.00200553
-3   -0.0823529   -0.00202557
-3   -0.0588235   -0.00204304
-3   -0.0352941   -0.00205801
-3   -0.0117647   -0.00207053
-3   0.0117647   -0.00208068
-3   0.0352941   -0.00208851
-3   0.0588235   -0.00209412
-3   0.0823529   -0.00209758
-3   0.105882   -0.00209898
-3   0.129412   -0.00209841
-3   0.152941   -0.00209596
-3   0.176471   -0.00209173
-3   0.2   -0.00208581
-3   0.223529   -0.00207827
-3   0.247059   -0.00206896
-3   0.270588   -0.00205822
-3   0.294118   -0.00204618
-3   0.317647   -0.00203294
-3   0.341176   -0.0020186
-3   0.364706   -0.00200327
-3   0.388235   -0.00198678
-3   0.411765   -0.00196923
-3   0.435294   -0.00195096
-3   0.458824   -0.0019321
-3   0.482353   -0.00191275
-3   0.505882   -0.00189239
-3   0.529412   -0.00187163
-3   0.552941   -0.00185065
-3   0.576471   -0.00182946
-3   0.6   -0.00180752
-3   0.623529   -0.00178563
-3   0.647059   -0.00176386
-3   0.670588   -0.00174159
-3   0.694118   -0.00171945
-3   0.717647   -0.00169768
-3   0.741176   -0.00167552
-3   0.764706   -0.00165375
-3   0.788235   -0.00163239
-3   0.811765   -0.00161085
-3   0.835294   -0.00159002
-3   0.858824   -0.00156926
-3   0.882353   -0.00154899
-3   0.905882   -0.00152925
-3   0.929412   -0.00150971
-3   0.952941   -0.00149106
-3   0.976471   -0.00147242
-3   1   -0.00145487
-3   1.02353   -0.00143731
-3   1.04706   -0.0014209
-3   1.07059   -0.00140458
-3   1.09412   -0.00138944
-3   1.11765   -0.00137436
-3   1.14118   -0.00136047
-3   1.16471   -0.0013468
-3   1.18824   -0.00133415
-3   1.21176   -0.001322
-3   1.23529   -0.00131061
-3   1.25882   -0.00130006
-3   1.28235   -0.00128992
-3   1.30588   -0.00128086
-3   1.32941   -0.00127216
-3   1.35294   -0.0012643
-3   1.37647   -0.00125736
-3   1.4   -0.0012507
-3   1.42353   -0.00124502
-3   1.44706   -0.00124007
-3   1.47059   -0.00123552
-3   1.49412   -0.00123189
-3   1.51765   -0.00122897
-3   1.54118   -0.0012264
-3   1.56471   -0.00122468
-3   1.58824   -0.00122377
-3   1.61176   -0.00122308
-3   1.63529   -0.0012231
-3   1.65882   -0.00122387
-3   1.68235   -0.00122522
-3   1.70588   -0.00122683
-3   1.72941   -0.0012291
-3   1.75294   -0.00123201
-3   1.77647   -0.00123548
